PH,AMMONIA,TEMP,DO,do,TURBIDITY
8.8274,0.02331,18.2275,7.3423,Good,20.681
7.8208,0.01865,23.9677,7.3592,Good,20.9779
7.8233,0.04156,29.3109,9.4284,Excellent,16.2482
6.5507,0.03723,27.3692,16.6686,Excellent,27.9329
7.2184,0.03128,22.0175,14.0739,Excellent,20.9209
7.7509,0.03525,25.9982,15.1943,Excellent,16.3813
8.1425,0.03253,24.0455,15.1708,Excellent,16.3742
5.7299,0.02193,20.7511,13.9893,Excellent,19.2512
8.6778,0.03363,22.3627,19.3828,Excellent,25.4809
5.8558,0.03971,29.5859,10.108,Excellent,16.8494
8.222,0.03298,18.5985,12.7877,Excellent,31.6228
6.3225,0.03059,28.2719,19.4622,Excellent,26.1587
5.6309,0.02992,29.2121,18.2887,Excellent,18.1425
6.4771,0.03474,24.885,7.052,Good,26.6988
8.1354,0.01945,28.1452,8.155,Good,35.4501
8.1292,0.03873,24.6587,9.4786,Excellent,17.6511
6.0516,0.04165,21.9139,17.2681,Excellent,32.207
7.9201,0.03038,26.6167,13.0539,Excellent,22.8495
8.6903,0.01692,18.655,15.9694,Excellent,20.6138
8.4909,0.03638,26.0455,5.4285,Fair,27.2056
6.5379,0.01568,18.7992,5.0365,Fair,23.3608
8.4609,0.04084,23.4262,19.2653,Excellent,33.1192
7.5835,0.02895,27.693,18.0545,Excellent,23.151
8.1206,0.0359,18.8316,12.9067,Excellent,30.7279
8.0741,0.02664,26.5747,5.0982,Fair,25.3658
6.9504,0.03724,23.8892,7.0684,Good,38.0316
7.6638,0.02188,21.9981,18.8885,Excellent,39.1341
8.0946,0.03473,25.2146,19.7722,Excellent,35.056
6.976,0.0245,23.9998,10.5998,Excellent,30.6432
5.6834,0.01921,30.7264,13.6977,Excellent,34.8664
5.7259,0.04123,30.4093,6.9516,Good,20.0172
7.8897,0.03709,30.7357,10.7162,Excellent,28.7781
7.7864,0.04149,20.9808,19.737,Excellent,34.3597
6.3735,0.03958,26.2245,8.1686,Good,26.7137
5.72,0.019,24.6688,9.6518,Excellent,33.1694
7.8144,0.03275,28.3068,8.8783,Excellent,35.0001
7.0197,0.03202,29.8657,14.1452,Excellent,37.587
8.4222,0.03161,23.502,5.6999,Good,21.7885
6.5083,0.03872,21.9801,6.587,Good,35.2284
8.2271,0.02615,21.4328,10.7862,Excellent,20.5086
6.5332,0.01972,28.0263,15.7851,Excellent,20.5768
6.4767,0.0244,29.6451,13.7698,Excellent,35.651
8.104,0.02676,19.7727,19.9406,Excellent,23.7464
5.8671,0.01835,28.9114,13.1475,Excellent,21.7438
5.9388,0.0403,30.0291,6.7284,Good,21.7342
6.0582,0.01893,27.5321,12.156,Excellent,17.82
7.7425,0.03954,18.0218,7.3965,Good,19.3693
6.2528,0.02725,26.7772,15.5629,Excellent,17.1487
8.8637,0.02508,25.7629,9.8782,Excellent,22.898
7.1937,0.03642,22.5069,19.6263,Excellent,22.8262
6.194,0.01589,20.5061,17.072,Excellent,23.3436
8.7158,0.02053,26.8542,5.1791,Fair,25.0847
7.3446,0.0356,27.5678,18.2251,Excellent,35.0599
6.0773,0.02688,21.7691,14.1437,Excellent,34.7352
5.5693,0.03395,21.3375,7.8152,Good,38.9379
8.0798,0.04464,22.1831,8.9748,Excellent,31.0347
5.5923,0.02887,28.035,17.8086,Excellent,17.063
8.028,0.01657,30.3352,17.9537,Excellent,29.5766
7.2801,0.02555,28.1279,18.878,Excellent,17.5114
7.8881,0.02616,18.8337,13.7121,Excellent,22.4444
7.0588,0.02006,22.8305,17.3638,Excellent,25.585
5.7552,0.03456,26.9142,12.1841,Excellent,16.8757
6.9597,0.02637,23.7284,15.981,Excellent,35.4922
7.4657,0.04413,22.4157,9.7712,Excellent,33.3852
7.8333,0.03656,25.7293,13.3075,Excellent,24.2595
6.3566,0.0318,23.7602,9.4414,Excellent,23.0129
7.1127,0.01932,18.4718,12.1686,Excellent,32.0473
8.0478,0.02815,26.7979,13.2739,Excellent,23.4817
6.6213,0.01752,23.4448,16.81,Excellent,17.1086
8.6464,0.03282,19.6421,10.0433,Excellent,24.0245
5.6122,0.0259,26.3748,8.8668,Excellent,31.5831
5.5623,0.02909,26.0104,19.3468,Excellent,24.9376
7.6376,0.03,26.2001,13.9604,Excellent,19.2491
5.6005,0.04441,20.5917,19.5158,Excellent,28.0734
8.979,0.0437,27.4476,16.8,Excellent,38.6438
7.5783,0.04192,26.311,6.3804,Good,19.6475
8.9589,0.02144,21.2102,11.3171,Excellent,28.5149
5.9061,0.03459,27.3405,13.1843,Excellent,35.6127
7.7103,0.04307,26.5481,6.5694,Good,31.2913
6.0815,0.0446,28.0223,13.4741,Excellent,30.583
6.5834,0.02663,25.1291,6.1428,Good,33.8479
7.328,0.04331,30.1034,18.1063,Excellent,38.3358
8.5581,0.01782,21.5833,16.2785,Excellent,25.1608
6.5975,0.0248,25.6565,16.6086,Excellent,18.0257
8.9683,0.02891,23.8041,5.9306,Good,15.2588
6.1906,0.02723,30.4046,11.9893,Excellent,22.343
7.9005,0.0209,20.4855,7.9311,Good,19.043
7.3571,0.03192,27.112,13.6654,Excellent,21.5897
7.2143,0.04133,21.5291,8.2142,Good,23.3644
5.9198,0.04465,28.643,6.9295,Good,34.7922
6.2045,0.03379,27.9363,11.1793,Excellent,26.3874
8.5028,0.02538,19.7247,15.6601,Excellent,26.5947
6.4952,0.01516,23.3339,11.0949,Excellent,36.2748
6.635,0.02106,20.2293,14.3768,Excellent,15.7057
8.8679,0.03068,22.9646,12.7289,Excellent,22.7769
5.977,0.02529,24.7136,7.9007,Good,23.5188
7.7299,0.04132,19.3878,6.332,Good,19.9623
5.6595,0.02108,25.5053,17.6233,Excellent,27.0279
7.7199,0.03365,19.8551,10.3323,Excellent,27.3808
5.8727,0.01968,29.5385,18.8088,Excellent,32.9276
8.0046,0.02098,25.7729,8.0973,Good,27.0831
7.9136,0.03283,22.7509,13.4719,Excellent,26.8484
6.1066,0.02945,28.1378,10.8795,Excellent,23.4749
6.5277,0.0311,23.5952,5.2936,Fair,32.0848
7.1632,0.03676,26.47,13.0198,Excellent,23.1324
7.7088,0.03448,25.9399,13.1189,Excellent,34.0246
8.3991,0.01986,21.3209,18.5561,Excellent,38.6478
8.1918,0.0265,26.7572,18.2737,Excellent,18.0617
8.2649,0.03693,24.2447,17.0106,Excellent,18.4482
6.4208,0.02482,23.8499,15.6333,Excellent,21.9654
5.8739,0.02753,29.3207,19.2227,Excellent,27.414
8.3017,0.03989,24.8371,15.1548,Excellent,38.2507
5.6577,0.02922,21.7972,15.1739,Excellent,31.9933
7.0319,0.03575,24.704,8.7671,Excellent,19.1361
6.2374,0.04304,29.1532,16.5294,Excellent,31.4735
8.0736,0.03257,25.9327,17.0694,Excellent,35.1955
5.6201,0.04371,24.9353,15.5767,Excellent,32.0154
8.0863,0.03054,20.6912,5.5847,Good,39.5926
8.8181,0.01794,27.2733,9.9178,Excellent,38.3873
6.5732,0.04237,19.06,11.3436,Excellent,34.3204
6.7516,0.03016,20.8725,15.918,Excellent,30.1506
8.3034,0.04083,24.1109,19.3673,Excellent,18.2659
8.549,0.02218,29.0986,17.4229,Excellent,32.3506
6.4682,0.02962,28.2173,10.476,Excellent,31.6527
5.5998,0.03148,25.8202,16.0762,Excellent,28.4696
6.8419,0.02298,30.2893,15.3811,Excellent,32.8921
5.6398,0.01543,21.0625,9.6652,Excellent,22.5995
5.5278,0.03427,25.1547,11.7236,Excellent,37.7328
7.9198,0.04051,22.5897,15.1444,Excellent,36.9066
8.7283,0.01753,22.6192,18.0401,Excellent,38.8229
8.8476,0.02635,28.9252,7.3898,Good,17.662
7.9926,0.02091,18.1244,13.4468,Excellent,32.4194
6.5495,0.03145,20.9384,18.1646,Excellent,15.1546
7.191,0.03421,22.7689,14.8094,Excellent,34.7029
7.1504,0.01804,22.0703,6.337,Good,26.31
6.4236,0.03733,19.6042,19.2768,Excellent,34.4169
7.5956,0.03631,25.7946,19.7984,Excellent,31.1271
5.7413,0.01658,30.4909,5.1266,Fair,36.2424
5.7908,0.01902,21.3664,6.3265,Good,32.513
6.6338,0.03373,22.0971,8.2349,Good,17.6446
8.1813,0.03532,22.6374,14.1807,Excellent,35.9519
8.0868,0.03425,30.1133,5.5383,Good,34.9749
6.2392,0.02198,28.9568,11.4688,Excellent,19.1463
8.3061,0.0374,23.8324,7.1223,Good,25.0579
7.9688,0.01575,20.1819,15.6763,Excellent,30.0115
5.8712,0.03147,23.2248,16.3758,Excellent,27.029
8.0982,0.02343,21.9825,8.1224,Good,34.9151
7.462,0.01828,22.5724,15.0832,Excellent,25.0741
8.1383,0.03239,24.5558,10.1331,Excellent,25.9894
8.0627,0.0404,27.9748,7.0457,Good,16.8881
5.5305,0.02314,30.8771,17.747,Excellent,29.8995
7.5256,0.02296,20.3871,11.5938,Excellent,30.4907
7.0092,0.04096,20.6872,13.673,Excellent,31.6082
8.5619,0.02503,19.5701,12.0143,Excellent,35.2277
6.8063,0.03995,29.4574,14.4135,Excellent,37.4445
6.2278,0.02113,27.8159,13.1179,Excellent,18.9573
8.6217,0.02704,19.7048,19.164,Excellent,31.5689
5.7115,0.01726,25.8106,15.3807,Excellent,38.2574
7.6537,0.02384,23.6179,13.7956,Excellent,15.7477
6.2348,0.02917,27.8238,18.8148,Excellent,30.1156
6.4689,0.03686,29.8536,14.9709,Excellent,23.4632
8.3828,0.04334,21.8475,12.1049,Excellent,23.8768
6.2954,0.01746,24.7493,11.5484,Excellent,18.9818
8.8094,0.02084,19.2562,13.9078,Excellent,20.1376
5.6499,0.03492,18.7226,12.7771,Excellent,18.5548
7.1865,0.04039,30.6998,9.094,Excellent,35.1022
7.5412,0.03195,23.9705,7.4342,Good,38.4697
5.6506,0.03688,22.5722,8.3536,Good,16.8552
7.4367,0.02478,18.7503,12.8848,Excellent,30.3355
6.6283,0.01593,26.9778,10.5294,Excellent,20.4198
7.9139,0.02654,29.0545,18.5478,Excellent,18.0639
7.2867,0.027,25.705,18.8653,Excellent,33.2005
6.6661,0.04414,29.5462,17.0923,Excellent,38.6106
6.8458,0.03315,21.4775,6.0579,Good,20.9945
8.0211,0.0164,20.7612,17.7833,Excellent,36.3614
7.777,0.03462,19.9159,9.5824,Excellent,36.0644
7.6474,0.04437,20.6053,13.9163,Excellent,27.8743
8.613,0.01779,27.2721,12.2397,Excellent,24.4267
8.4968,0.03039,25.9367,13.4592,Excellent,28.3057
8.4649,0.01829,30.3752,5.6769,Good,19.0639
5.6869,0.0304,28.0118,14.5612,Excellent,39.9307
8.5762,0.02004,18.6391,5.9934,Good,34.7566
8.1953,0.04225,30.3638,7.8641,Good,39.2184
6.2717,0.02679,28.9263,14.5718,Excellent,33.4473
7.0713,0.03602,22.8277,17.4308,Excellent,22.2424
6.2239,0.0197,27.6096,16.9783,Excellent,24.4729
5.852,0.03154,24.1021,7.4286,Good,21.5037
7.0194,0.01556,25.3922,16.6795,Excellent,22.0985
7.1671,0.02056,21.4865,17.4458,Excellent,29.3016
7.6542,0.02461,23.7192,5.0397,Fair,35.5403
7.8465,0.02602,19.4637,6.4179,Good,37.9407
7.748,0.04219,18.5441,11.0221,Excellent,32.1801
6.7903,0.04239,28.8533,5.1637,Fair,22.8093
8.118,0.03268,24.3843,5.1119,Fair,25.4918
5.5928,0.02506,22.5568,19.9369,Excellent,29.2873
8.7086,0.02448,21.2297,6.3975,Good,19.1567
6.4926,0.03003,21.0926,19.9144,Excellent,30.2036
7.2969,0.04072,19.2242,15.5335,Excellent,20.4889
8.3466,0.03914,23.7728,19.1848,Excellent,26.8902
8.841,0.01999,24.1277,16.3375,Excellent,26.023
7.7797,0.02882,25.6823,5.6594,Good,39.2706
8.3627,0.01838,28.3767,12.3485,Excellent,28.4576
7.792,0.03263,27.0275,11.6478,Excellent,31.6163
7.8863,0.02119,22.3586,14.7956,Excellent,37.3354
8.0819,0.02236,26.276,15.5141,Excellent,29.7059
8.9402,0.01842,30.6467,17.7088,Excellent,31.0079
7.4213,0.02522,23.5604,12.304,Excellent,22.0318
7.9052,0.04321,30.8209,14.153,Excellent,34.748
7.0862,0.02514,25.4892,11.8647,Excellent,17.7337
7.812,0.04208,30.8101,6.3884,Good,22.4462
7.2188,0.04143,26.6023,11.8867,Excellent,39.0683
8.1804,0.01928,29.5481,10.9786,Excellent,23.1961
5.841,0.03233,24.0282,10.2047,Excellent,15.1892
8.3033,0.03209,27.2293,15.8505,Excellent,30.0056
7.2806,0.02755,19.9494,5.4494,Fair,25.8893
7.535,0.03939,28.4823,18.2978,Excellent,17.3111
8.6801,0.033,29.3396,16.4302,Excellent,27.333
7.3045,0.02432,19.0484,11.2451,Excellent,28.7581
7.6291,0.03354,22.5833,17.3498,Excellent,30.0761
8.1657,0.03481,24.0315,10.0907,Excellent,31.1392
7.8188,0.02315,21.0268,17.6012,Excellent,16.4293
5.5241,0.03976,18.9855,7.6485,Good,23.7187
6.9541,0.02322,29.8071,16.1914,Excellent,26.9813
7.9662,0.03826,22.393,5.5109,Good,29.3477
6.7713,0.03194,25.3563,8.0638,Good,34.5621
7.6909,0.04254,24.3282,7.892,Good,17.5409
8.7291,0.04467,29.421,14.9471,Excellent,31.3689
7.406,0.03005,24.0645,19.1053,Excellent,39.2898
8.387,0.01939,24.9619,17.4672,Excellent,39.3437
7.3109,0.01789,20.3544,19.2978,Excellent,37.4971
8.0756,0.03776,18.2984,6.0191,Good,30.8882
8.933,0.03342,18.9167,10.0172,Excellent,26.0058
8.2557,0.03329,28.7651,13.9198,Excellent,35.4984
8.2591,0.02081,25.7389,19.068,Excellent,21.4104
8.2203,0.04494,22.9602,14.5653,Excellent,22.0778
6.1414,0.03806,26.2928,9.2823,Excellent,15.9614
7.4194,0.0358,27.8408,10.5735,Excellent,39.4763
5.7951,0.03312,26.3989,11.5391,Excellent,34.3021
6.751,0.02083,21.1405,10.0879,Excellent,31.5379
7.2767,0.02794,29.5651,6.3519,Good,28.0686
8.7966,0.01821,25.686,6.3029,Good,36.0303
5.7288,0.03114,30.7511,8.9688,Excellent,22.4296
6.6332,0.04085,28.883,5.5771,Good,21.4214
6.3988,0.03784,25.9792,6.1841,Good,37.2359
7.3559,0.01758,28.2317,10.8564,Excellent,16.6537
6.1097,0.02283,21.3811,11.9312,Excellent,25.0772
6.6986,0.01677,20.907,9.6044,Excellent,28.8581
5.5117,0.04265,25.051,5.7158,Good,31.4491
8.9551,0.02977,24.9803,9.3233,Excellent,23.9622
5.9566,0.0443,28.0545,15.0885,Excellent,24.3022
7.1497,0.0289,25.7013,10.7276,Excellent,17.8772
7.9035,0.0384,25.1946,19.5674,Excellent,23.0706
5.9037,0.01985,26.5073,17.0555,Excellent,21.136
6.6302,0.03732,28.1834,5.3157,Fair,18.9406
8.7356,0.0398,28.1802,10.4676,Excellent,29.5109
7.9836,0.01817,26.9655,17.6463,Excellent,21.3951
7.5377,0.02261,18.6086,19.0218,Excellent,32.7819
7.402,0.02288,18.1418,16.6569,Excellent,35.2262
6.1901,0.04057,19.0566,18.8601,Excellent,19.929
7.4914,0.036,19.8033,18.8762,Excellent,38.8587
6.5005,0.02671,18.5382,13.2576,Excellent,28.2618
7.9606,0.01655,25.9648,7.1663,Good,15.4504
8.0806,0.01525,24.2425,12.4385,Excellent,38.8861
6.3632,0.02899,28.9282,14.0848,Excellent,23.2665
6.9323,0.04188,23.6247,13.6701,Excellent,37.8951
8.6542,0.03241,21.43,17.2633,Excellent,38.1202
6.7294,0.01504,18.6862,9.8197,Excellent,23.1895
5.8232,0.03246,26.9728,9.802,Excellent,34.0607
7.1682,0.02593,21.016,11.3369,Excellent,37.7297
6.632,0.03866,22.2391,13.1344,Excellent,30.0348
5.7122,0.03705,30.8431,10.9964,Excellent,23.0693
6.9337,0.03641,24.4389,5.6017,Good,24.0665
6.3519,0.02563,23.6976,18.6081,Excellent,29.4753
7.4924,0.04375,20.7861,17.0996,Excellent,24.2214
8.0989,0.03051,28.3645,12.5768,Excellent,24.0114
8.5861,0.04259,18.1943,8.5229,Excellent,35.8664
7.1405,0.03415,23.2146,6.8725,Good,20.4696
6.2687,0.02175,24.6576,12.9986,Excellent,27.1045
6.6794,0.02128,23.6947,11.2271,Excellent,19.6259
6.9636,0.0391,19.988,17.2116,Excellent,33.2827
5.5617,0.03152,23.5018,9.9177,Excellent,15.6433
6.1576,0.03934,19.5313,14.1595,Excellent,35.5118
7.3901,0.01529,29.2993,14.2937,Excellent,26.1879
7.7072,0.0362,19.2722,11.8566,Excellent,39.1101
7.5342,0.0208,26.4165,7.6517,Good,27.6286
7.0833,0.03771,22.1431,10.6504,Excellent,18.3445
6.9135,0.02437,29.1551,6.3722,Good,30.6001
8.4402,0.02727,29.5529,13.1836,Excellent,31.5032
8.9743,0.02619,28.837,19.4785,Excellent,25.5998
8.5376,0.02048,22.5217,6.7075,Good,22.5918
7.3165,0.02386,22.1219,11.0597,Excellent,30.5923
8.7783,0.04492,22.9994,17.504,Excellent,21.5407
6.9426,0.02025,29.0281,13.3184,Excellent,25.6364
6.4237,0.01665,21.3476,5.8229,Good,29.6088
6.961,0.0322,27.5696,12.5784,Excellent,29.596
6.7617,0.02484,26.9289,12.6778,Excellent,20.3135
7.3631,0.0371,21.6741,11.8435,Excellent,24.1779
6.1793,0.04315,25.1534,11.5089,Excellent,38.2868
6.5511,0.0236,25.7786,13.3849,Excellent,31.8045
7.5518,0.03516,23.9412,16.0245,Excellent,27.6707
6.0556,0.04213,20.6352,11.202,Excellent,38.9338
6.5459,0.01521,30.3768,13.7361,Excellent,29.528
6.0988,0.02258,19.9231,19.9917,Excellent,22.4935
7.8108,0.02974,28.6048,5.3156,Fair,38.4024
7.7043,0.02625,21.2591,16.6534,Excellent,31.6794
8.9543,0.03984,28.4717,14.0235,Excellent,38.521
6.8889,0.02174,26.2439,17.5322,Excellent,26.2903
6.0789,0.02884,18.8747,10.1324,Excellent,37.3262
7.1853,0.01546,21.5868,10.9059,Excellent,22.8848
7.7632,0.03618,25.9596,17.0056,Excellent,29.7598
7.8742,0.03862,25.3587,10.8526,Excellent,36.0107
7.8075,0.04124,18.7571,7.4086,Good,36.5338
6.4308,0.03661,26.454,7.2699,Good,26.9077
5.9487,0.02869,23.5081,13.5315,Excellent,37.0756
6.8681,0.02094,28.9059,9.9554,Excellent,31.2059
8.3451,0.03809,19.5235,15.3217,Excellent,17.1702
8.0625,0.04477,30.3318,8.5988,Excellent,28.868
6.9885,0.0186,22.4171,10.661,Excellent,22.8723
8.1742,0.01815,18.6236,17.1624,Excellent,32.5874
8.5818,0.0361,27.7062,12.4894,Excellent,18.5667
6.2608,0.03903,23.8424,9.1679,Excellent,27.5062
5.6347,0.04409,18.9702,12.3078,Excellent,17.7101
8.3395,0.02739,28.2607,13.0146,Excellent,27.51
6.1284,0.03086,25.698,7.1536,Good,39.9218
6.5265,0.0238,22.9327,11.0572,Excellent,15.7082
5.9766,0.02811,21.9748,18.943,Excellent,38.6381
6.5461,0.04299,26.6079,6.0317,Good,32.1827
6.7785,0.03647,20.7156,19.849,Excellent,39.535
5.9785,0.02072,23.25,12.4632,Excellent,17.6997
7.9813,0.02383,20.84,7.7377,Good,24.8762
5.8211,0.01771,18.7143,17.3179,Excellent,36.5199
6.9389,0.02741,25.0197,14.4141,Excellent,31.9651
6.9127,0.03578,19.8244,8.1882,Good,21.4156
6.3178,0.03966,29.1022,17.3051,Excellent,25.5588
8.2993,0.03037,21.8345,15.8794,Excellent,15.5236
6.8916,0.02456,19.5821,19.5562,Excellent,28.334
8.1104,0.04059,26.3521,11.2438,Excellent,37.6373
7.9916,0.01523,30.5871,6.5111,Good,31.5912
5.7163,0.02136,26.0944,18.9203,Excellent,29.8654
6.4886,0.04177,22.4864,14.7708,Excellent,31.1604
6.8389,0.01824,26.5555,17.007,Excellent,26.6794
8.5569,0.0423,25.9884,14.5775,Excellent,16.5407
6.7521,0.02589,21.6538,11.9322,Excellent,23.1405
6.6306,0.0166,25.6948,10.7599,Excellent,35.4147
7.5424,0.01519,22.0198,9.1188,Excellent,24.4571
8.5105,0.0243,24.9888,16.3613,Excellent,20.6872
5.6271,0.01613,30.9443,16.8416,Excellent,19.6522
5.5592,0.01788,20.2962,17.3,Excellent,36.2956
5.6924,0.03505,24.8817,10.8689,Excellent,22.3549
8.3573,0.03126,23.0067,13.7114,Excellent,37.8534
7.3519,0.03823,30.2188,10.236,Excellent,27.6372
8.6384,0.0438,25.6533,11.0297,Excellent,26.799
8.8202,0.01954,24.1495,14.29,Excellent,32.621
6.5532,0.03381,22.0046,6.4441,Good,23.1717
7.1946,0.045,22.1684,5.9054,Good,34.8964
5.8947,0.01539,21.4667,7.5441,Good,39.9484
7.5821,0.01595,24.362,15.9409,Excellent,25.3001
7.7217,0.02233,19.8496,14.0968,Excellent,39.6818
6.4707,0.03027,19.18,14.8302,Excellent,31.5776
8.6917,0.02813,25.9456,19.3025,Excellent,37.5698
8.1514,0.03925,28.7633,7.6508,Good,21.7256
6.9705,0.03188,23.4366,11.8145,Excellent,24.9401
8.4858,0.03064,23.6253,9.406,Excellent,15.8007
5.5165,0.03509,21.774,18.06,Excellent,39.0625
7.7119,0.02941,29.0022,18.8994,Excellent,24.8914
6.9295,0.02893,25.6308,18.7281,Excellent,22.8901
7.4097,0.04301,24.092,19.2947,Excellent,29.1465
7.5697,0.01975,28.83,16.3415,Excellent,29.1174
7.8842,0.02336,20.0847,16.6998,Excellent,24.205
7.8003,0.03682,22.281,11.7546,Excellent,17.1337
6.2975,0.02653,19.1003,7.9289,Good,18.092
8.4346,0.02845,20.7619,19.8505,Excellent,30.3105
7.4746,0.02159,29.137,16.3884,Excellent,28.0683
8.8698,0.02743,26.5606,10.1134,Excellent,20.1088
5.7165,0.01923,20.263,18.9121,Excellent,32.3608
5.9686,0.0368,23.2291,12.999,Excellent,15.1088
7.7554,0.01948,30.1159,10.5097,Excellent,39.851
6.9066,0.02584,27.2437,19.5082,Excellent,15.5849
6.7453,0.02543,18.7667,18.0665,Excellent,28.8445
8.4527,0.02278,20.7703,7.6491,Good,16.131
8.2205,0.04324,19.9588,19.7079,Excellent,20.127
5.541,0.02672,28.2769,18.4627,Excellent,27.4245
5.566,0.02391,19.9499,5.92,Good,29.9782
8.7998,0.02782,18.5665,11.0824,Excellent,19.7001
7.8312,0.04191,28.9043,11.5346,Excellent,19.8474
6.2421,0.04007,29.0584,15.8108,Excellent,16.4331
8.5067,0.0256,19.2736,16.4647,Excellent,19.4571
6.9928,0.03138,25.7562,10.5057,Excellent,32.0983
8.5835,0.02138,26.1632,17.817,Excellent,21.2663
7.9998,0.01634,29.6382,12.2357,Excellent,21.2293
7.8703,0.02064,18.5868,16.1759,Excellent,19.2702
5.724,0.03959,28.7618,17.5098,Excellent,18.6515
7.4298,0.03779,29.9909,12.1377,Excellent,37.0746
6.217,0.02715,22.7249,6.1738,Good,38.0927
8.5316,0.03663,26.9547,12.5973,Excellent,28.4573
7.2652,0.02769,24.4279,7.4346,Good,36.0794
6.5972,0.02262,28.8762,19.7387,Excellent,20.9131
7.3459,0.01632,30.1175,8.9799,Excellent,16.5958
5.5471,0.03442,29.4485,5.1959,Fair,32.9658
7.4275,0.01661,26.2858,13.0346,Excellent,30.0137
8.6433,0.02552,22.2837,11.5747,Excellent,15.7622
8.0179,0.02216,30.0149,8.8437,Excellent,32.811
7.608,0.03028,20.0725,18.4064,Excellent,38.6454
8.4107,0.04343,20.4488,15.2148,Excellent,19.4033
8.0654,0.01607,19.9062,7.8211,Good,34.4532
8.9592,0.03889,21.195,16.8876,Excellent,20.6506
6.703,0.03319,22.8121,13.9978,Excellent,30.8466
6.0711,0.02577,20.1834,14.7599,Excellent,28.0718
7.9561,0.04036,25.2197,6.2119,Good,15.0086
8.7591,0.04082,18.4469,15.8552,Excellent,29.0099
7.2777,0.01849,30.5696,11.4076,Excellent,28.0795
6.7419,0.03711,18.4637,9.1814,Excellent,22.5528
6.3676,0.03659,29.086,17.4821,Excellent,20.9878
5.9501,0.02153,27.3073,15.9791,Excellent,31.0742
8.1599,0.0307,22.1903,16.0587,Excellent,20.3705
8.3605,0.03697,28.828,16.6887,Excellent,25.4452
5.7585,0.01682,24.707,5.0212,Fair,30.5672
7.0085,0.01645,25.8978,19.0756,Excellent,17.3648
7.1243,0.03691,25.2248,6.3528,Good,39.0748
5.5691,0.01956,30.6116,6.6195,Good,20.0191
8.8285,0.03223,28.1917,5.0055,Fair,24.8829
8.3979,0.02556,22.3538,14.4474,Excellent,30.2078
6.3135,0.04138,29.3128,10.121,Excellent,23.1101
8.209,0.01538,27.6227,5.5572,Good,37.1842
6.0838,0.0377,30.0902,19.242,Excellent,17.8958
6.8742,0.02809,27.5781,10.4145,Excellent,23.6815
6.2959,0.0171,18.0625,11.491,Excellent,24.7482
8.8528,0.01852,21.1644,19.1402,Excellent,32.183
8.8354,0.01963,22.1882,7.4416,Good,39.2249
7.0661,0.04073,29.2317,8.0472,Good,18.7395
8.6304,0.04349,21.5596,12.43,Excellent,23.4047
5.9875,0.03646,18.7513,15.3651,Excellent,39.3918
8.9501,0.03048,21.2701,17.728,Excellent,29.1015
8.1464,0.02926,19.2642,16.307,Excellent,17.9502
7.2817,0.03535,29.7763,15.7239,Excellent,22.641
6.5883,0.02354,28.8467,15.1297,Excellent,37.0003
7.9026,0.02071,28.6234,14.4524,Excellent,36.6169
7.2504,0.0419,23.3284,17.5173,Excellent,23.5176
7.3851,0.02928,29.0274,12.8385,Excellent,20.8289
7.5928,0.04181,25.6969,12.8934,Excellent,29.8494
7.2822,0.035,24.4251,19.9889,Excellent,31.8481
6.6504,0.02109,27.2742,16.7431,Excellent,22.7727
5.7338,0.02875,21.5191,5.9052,Good,23.5151
6.2808,0.02286,22.0871,18.172,Excellent,33.688
8.5823,0.03933,24.7323,18.8445,Excellent,26.2628
7.697,0.02385,23.4038,5.5046,Good,39.149
6.8221,0.01704,30.4241,9.3186,Excellent,26.6155
8.48,0.04032,25.2921,14.553,Excellent,24.1158
6.4737,0.02588,21.7526,12.4155,Excellent,32.4259
6.6554,0.01759,27.2914,14.3442,Excellent,24.7502
8.4821,0.03274,25.1872,8.389,Good,26.9125
6.1707,0.01803,25.7684,11.1488,Excellent,17.1256
8.7493,0.03181,30.082,16.6687,Excellent,16.1008
8.5785,0.03853,25.2874,11.1961,Excellent,26.4658
7.4908,0.0177,18.5312,14.4482,Excellent,23.2008
6.0691,0.04045,29.8984,7.1286,Good,32.9661
5.8918,0.02042,18.8778,5.3642,Fair,32.9673
7.19,0.03766,18.7806,18.5494,Excellent,39.2974
8.3507,0.02304,18.0058,11.7283,Excellent,29.3814
7.2221,0.02092,21.8589,6.2039,Good,31.784
7.4841,0.02357,25.6408,16.8578,Excellent,34.568
6.5085,0.03419,30.7991,8.5755,Excellent,24.0342
8.1313,0.02303,30.6155,15.6081,Excellent,25.6638
7.5298,0.02154,30.5255,17.764,Excellent,29.0282
5.594,0.03406,20.0041,6.8765,Good,21.5441
5.9086,0.01501,29.9949,14.4264,Excellent,26.0416
8.2072,0.0447,27.2857,16.6751,Excellent,25.2315
6.6693,0.01978,29.7514,6.0165,Good,29.6878
8.1204,0.02247,28.9206,10.9368,Excellent,38.2932
7.339,0.03718,18.573,13.4134,Excellent,37.0394
5.6791,0.01955,23.4355,6.0171,Good,34.5188
6.0385,0.03832,20.6293,12.8818,Excellent,26.0315
6.9489,0.01926,29.3042,18.9421,Excellent,33.6415
5.9316,0.04338,28.4785,18.7797,Excellent,36.7285
8.9761,0.03426,29.4843,9.4999,Excellent,20.3634
7.1331,0.02068,19.9315,7.1518,Good,25.6636
6.898,0.02878,20.1776,8.4485,Good,32.8731
7.4072,0.0415,19.1852,16.4948,Excellent,35.8587
