pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
7.9128,0.03824,19.1323,34.1441,High,High,Low,Low,ON,ON
6.9885,0.01901,26.078,32.5864,High,High,High,Low,ON,OFF
7.9981,0.04451,30.9849,33.3731,High,High,High,Low,ON,OFF
8.5065,0.03348,27.8734,15.5597,Low,High,High,High,OFF,OFF
6.8608,0.02886,27.5436,19.2162,High,High,High,High,OFF,OFF
6.8312,0.0409,18.4806,31.2524,High,High,Low,Low,ON,ON
7.8858,0.04152,24.543,36.8777,High,High,Low,Low,ON,ON
7.6043,0.03596,20.8647,38.6703,High,High,Low,Low,ON,ON
6.8086,0.038,26.3173,19.0598,High,High,High,High,OFF,OFF
6.2922,0.02142,20.8371,37.749,Low,High,Low,Low,ON,ON
8.6725,0.02284,29.5987,21.956,Low,High,High,Low,ON,OFF
8.0073,0.03212,20.7589,18.2033,High,High,Low,High,OFF,ON
7.7772,0.01639,20.1963,24.0828,High,High,Low,Low,ON,ON
7.7777,0.02539,23.3197,39.4247,High,High,Low,Low,ON,ON
8.2595,0.02201,19.2811,38.2312,High,High,Low,Low,ON,ON
8.4675,0.01682,19.5002,37.9116,High,High,Low,Low,ON,ON
8.6126,0.02152,30.9694,18.5212,Low,High,High,High,OFF,OFF
7.2269,0.02012,28.7619,28.5747,High,High,High,Low,ON,OFF
7.0714,0.02628,18.0948,26.8153,High,High,Low,Low,ON,ON
8.5706,0.01859,30.628,34.2447,Low,High,High,Low,ON,OFF
6.6624,0.0283,27.7894,15.2339,High,High,High,High,OFF,OFF
6.6074,0.04041,25.6262,27.4136,High,High,Low,Low,ON,ON
8.3435,0.03592,27.3403,22.6489,High,High,High,Low,ON,OFF
5.674,0.02271,19.0219,15.6544,Low,High,Low,High,OFF,ON
8.3482,0.03848,30.1398,15.5145,High,High,High,High,OFF,OFF
6.5581,0.04367,28.8284,37.0355,High,High,High,Low,ON,OFF
8.1999,0.04068,27.8726,36.79,High,High,High,Low,ON,OFF
7.1114,0.02383,30.5062,38.982,High,High,High,Low,ON,OFF
6.3746,0.0382,27.4,24.6517,Low,High,High,Low,ON,OFF
8.5282,0.02415,28.8221,16.6027,Low,High,High,High,OFF,OFF
6.5198,0.01998,21.0794,38.6114,High,High,Low,Low,ON,ON
7.9235,0.01777,28.0657,19.6582,High,High,High,High,OFF,OFF
8.8396,0.027,28.3443,29.6192,Low,High,High,Low,ON,OFF
6.7133,0.03428,30.4274,19.4749,High,High,High,High,OFF,OFF
8.5525,0.02111,29.9721,20.1459,Low,High,High,Low,ON,OFF
6.6813,0.03298,20.0417,26.9047,High,High,Low,Low,ON,ON
5.8333,0.0447,28.3551,18.9893,Low,High,High,High,OFF,OFF
7.2039,0.0271,19.4703,39.0127,High,High,Low,Low,ON,ON
5.7236,0.04406,25.0283,18.8982,Low,High,Low,High,OFF,ON
5.6135,0.02741,25.5078,27.5155,Low,High,Low,Low,ON,ON
8.3967,0.02637,19.6826,30.3587,High,High,Low,Low,ON,ON
7.4271,0.02677,18.8511,15.0066,High,High,Low,High,OFF,ON
8.1674,0.04272,18.7251,24.1489,High,High,Low,Low,ON,ON
5.5343,0.02593,29.1054,16.236,Low,High,High,High,OFF,OFF
8.2674,0.03374,29.4463,16.1127,High,High,High,High,OFF,OFF
7.1189,0.02129,25.8293,23.7066,High,High,Low,Low,ON,ON
5.5427,0.04104,27.2222,17.6364,Low,High,High,High,OFF,OFF
8.2412,0.03771,27.7738,17.5999,High,High,High,High,OFF,OFF
8.7665,0.04271,30.426,17.2422,Low,High,High,High,OFF,OFF
6.1071,0.02999,25.9176,26.7045,Low,High,Low,Low,ON,ON
5.9862,0.03977,18.7775,30.2779,Low,High,Low,Low,ON,ON
8.6809,0.0434,21.7434,19.0957,Low,High,Low,High,OFF,ON
6.8918,0.02837,28.1535,30.8297,High,High,High,Low,ON,OFF
5.6853,0.04486,19.1548,26.1719,Low,High,Low,Low,ON,ON
7.0653,0.03951,24.8775,34.037,High,High,Low,Low,ON,ON
6.9231,0.04164,24.9069,18.3382,High,High,Low,High,OFF,ON
8.6276,0.03644,24.2455,34.648,Low,High,Low,Low,ON,ON
6.74,0.02696,23.7368,24.0773,High,High,Low,Low,ON,ON
5.6815,0.02905,26.2786,27.5345,Low,High,High,Low,ON,OFF
6.171,0.02781,24.3045,37.7235,Low,High,Low,Low,ON,ON
6.185,0.02588,29.7493,33.7147,Low,High,High,Low,ON,OFF
8.5257,0.01539,24.3155,15.9728,Low,High,Low,High,OFF,ON
7.4736,0.01905,27.1609,34.4531,High,High,High,Low,ON,OFF
7.381,0.04383,23.0395,20.6112,High,High,Low,Low,ON,ON
6.6718,0.03952,28.6368,37.0094,High,High,High,Low,ON,OFF
7.4318,0.03338,22.3528,38.1022,High,High,Low,Low,ON,ON
6.4068,0.02141,25.9657,17.1313,Low,High,Low,High,OFF,ON
8.573,0.04186,25.9355,38.0922,Low,High,Low,Low,ON,ON
7.9985,0.03171,28.0995,19.4909,High,High,High,High,OFF,OFF
7.6997,0.03859,27.2303,30.1433,High,High,High,Low,ON,OFF
7.5992,0.04469,28.7254,35.7772,High,High,High,Low,ON,OFF
6.1932,0.0193,27.9152,33.1712,Low,High,High,Low,ON,OFF
6.01,0.03383,26.9409,30.8953,Low,High,High,Low,ON,OFF
7.0604,0.01533,22.5654,32.824,High,High,Low,Low,ON,ON
8.2755,0.0378,22.8144,26.5454,High,High,Low,Low,ON,ON
6.4393,0.03513,22.1981,38.4395,Low,High,Low,Low,ON,ON
8.2016,0.04452,22.6059,32.8579,High,High,Low,Low,ON,ON
6.0586,0.01579,26.5469,24.7236,Low,High,High,Low,ON,OFF
8.6483,0.02675,29.1105,24.1797,Low,High,High,Low,ON,OFF
7.8745,0.03112,19.2119,32.1487,High,High,Low,Low,ON,ON
6.4295,0.03704,28.2441,21.9054,Low,High,High,Low,ON,OFF
7.571,0.02145,23.3733,31.5997,High,High,Low,Low,ON,ON
7.6441,0.03135,26.4206,19.1846,High,High,High,High,OFF,OFF
6.5141,0.02932,23.751,22.0228,High,High,Low,Low,ON,ON
6.0388,0.03665,30.9919,28.0722,Low,High,High,Low,ON,OFF
7.5737,0.01977,27.7183,37.1602,High,High,High,Low,ON,OFF
8.7288,0.04376,30.4541,24.9464,Low,High,High,Low,ON,OFF
7.5673,0.02973,28.1745,23.2612,High,High,High,Low,ON,OFF
8.9566,0.02893,30.153,27.9409,Low,High,High,Low,ON,OFF
8.5548,0.0393,26.7325,25.0691,Low,High,High,Low,ON,OFF
6.5303,0.02052,22.0381,16.4498,High,High,Low,High,OFF,ON
6.7705,0.01734,22.8612,35.0689,High,High,Low,Low,ON,ON
6.8734,0.03319,25.7282,36.0268,High,High,Low,Low,ON,ON
6.1162,0.01841,20.1617,37.5051,Low,High,Low,Low,ON,ON
6.7301,0.0207,29.2047,23.8821,High,High,High,Low,ON,OFF
5.9704,0.02571,26.2802,16.451,Low,High,High,High,OFF,OFF
5.9635,0.04125,26.6958,24.7584,Low,High,High,Low,ON,OFF
8.9789,0.03961,25.8722,31.3428,Low,High,Low,Low,ON,ON
7.2051,0.02982,20.8469,18.8598,High,High,Low,High,OFF,ON
5.5539,0.04085,18.7671,21.5273,Low,High,Low,Low,ON,ON
7.136,0.0198,25.4639,38.4663,High,High,Low,Low,ON,ON
6.702,0.01516,30.1324,29.3084,High,High,High,Low,ON,OFF
6.9101,0.04473,22.6255,17.3902,High,High,Low,High,OFF,ON
8.9471,0.02792,24.4106,17.3139,Low,High,Low,High,OFF,ON
6.7427,0.03879,19.8435,29.8714,High,High,Low,Low,ON,ON
7.7676,0.02737,18.6771,30.1726,High,High,Low,Low,ON,ON
6.6819,0.03283,21.4594,17.2057,High,High,Low,High,OFF,ON
8.1833,0.0303,21.4242,30.7404,High,High,Low,Low,ON,ON
8.6043,0.02662,27.4144,33.3555,Low,High,High,Low,ON,OFF
5.8356,0.01656,28.4524,27.1062,Low,High,High,Low,ON,OFF
8.93,0.01552,24.903,19.7742,Low,High,Low,High,OFF,ON
7.9449,0.03109,21.4645,20.7082,High,High,Low,Low,ON,ON
7.7509,0.02411,24.505,37.2379,High,High,Low,Low,ON,ON
6.3561,0.0166,24.5776,18.9808,Low,High,Low,High,OFF,ON
6.3843,0.02018,21.5112,30.007,Low,High,Low,Low,ON,ON
6.102,0.01872,25.7198,35.5185,Low,High,Low,Low,ON,ON
8.4759,0.02265,28.6416,34.3001,High,High,High,Low,ON,OFF
8.1622,0.03201,29.1963,30.1771,High,High,High,Low,ON,OFF
8.0831,0.03826,25.9279,18.3853,High,High,Low,High,OFF,ON
6.4368,0.01738,19.3081,33.4285,Low,High,Low,Low,ON,ON
5.5131,0.02221,27.3113,25.39,Low,High,High,Low,ON,OFF
8.1327,0.02364,26.3944,25.7334,High,High,High,Low,ON,OFF
8.1962,0.02846,24.5668,28.9402,High,High,Low,Low,ON,ON
7.1663,0.03192,26.27,25.1629,High,High,High,Low,ON,OFF
8.0116,0.03193,19.8703,28.8642,High,High,Low,Low,ON,ON
6.6142,0.02532,18.4134,33.029,High,High,Low,Low,ON,ON
7.3233,0.02484,20.4532,34.6693,High,High,Low,Low,ON,ON
8.7607,0.04105,27.7472,17.5039,Low,High,High,High,OFF,OFF
8.681,0.0157,21.2255,18.2138,Low,High,Low,High,OFF,ON
8.6846,0.01568,28.5682,35.4379,Low,High,High,Low,ON,OFF
6.6827,0.02641,28.5289,36.7115,High,High,High,Low,ON,OFF
6.8193,0.02507,19.0465,32.4676,High,High,Low,Low,ON,ON
7.6349,0.04306,29.104,17.9804,High,High,High,High,OFF,OFF
7.7647,0.03674,25.0481,32.8563,High,High,Low,Low,ON,ON
7.3766,0.03332,30.7303,18.0711,High,High,High,High,OFF,OFF
7.0803,0.01699,20.3198,32.4845,High,High,Low,Low,ON,ON
5.8171,0.01907,23.9003,25.0182,Low,High,Low,Low,ON,ON
7.5234,0.03898,28.9832,38.9965,High,High,High,Low,ON,OFF
6.9539,0.0236,20.946,21.1395,High,High,Low,Low,ON,ON
8.6998,0.02185,28.8321,15.8315,Low,High,High,High,OFF,OFF
8.0317,0.04422,22.4398,29.6742,High,High,Low,Low,ON,ON
6.1346,0.03821,22.5669,29.802,Low,High,Low,Low,ON,ON
6.3683,0.03728,27.4606,18.8987,Low,High,High,High,OFF,OFF
7.3526,0.01744,26.1523,30.9965,High,High,High,Low,ON,OFF
7.7267,0.0446,26.4649,20.017,High,High,High,Low,ON,OFF
7.0667,0.0215,21.6673,33.4324,High,High,Low,Low,ON,ON
8.2632,0.04285,27.6033,30.4409,High,High,High,Low,ON,OFF
7.0883,0.03666,28.0677,24.0389,High,High,High,Low,ON,OFF
7.211,0.02116,25.1868,17.7716,High,High,Low,High,OFF,ON
8.829,0.02244,20.7663,23.3392,Low,High,Low,Low,ON,ON
8.6199,0.03485,30.4388,29.5925,Low,High,High,Low,ON,OFF
6.1582,0.03757,29.0948,33.46,Low,High,High,Low,ON,OFF
6.9548,0.04172,22.3582,17.1359,High,High,Low,High,OFF,ON
8.6268,0.02014,22.6094,35.8624,Low,High,Low,Low,ON,ON
8.5158,0.02691,23.1201,29.2718,Low,High,Low,Low,ON,ON
7.6474,0.01597,23.7957,24.7285,High,High,Low,Low,ON,ON
8.9382,0.02887,24.3013,35.7983,Low,High,Low,Low,ON,ON
6.5013,0.02702,26.4127,16.6687,High,High,High,High,OFF,OFF
6.3197,0.02089,26.3529,37.6464,Low,High,High,Low,ON,OFF
7.4276,0.03686,22.6027,32.2315,High,High,Low,Low,ON,ON
8.8257,0.01765,22.0764,30.4485,Low,High,Low,Low,ON,ON
7.3181,0.02745,23.2558,28.7589,High,High,Low,Low,ON,ON
5.8709,0.02143,27.7263,38.9226,Low,High,High,Low,ON,OFF
7.5191,0.02229,28.3681,18.3086,High,High,High,High,OFF,OFF
6.2551,0.03041,25.712,18.3628,Low,High,Low,High,OFF,ON
8.13,0.02652,18.165,38.8361,High,High,Low,Low,ON,ON
7.9735,0.0326,22.5152,19.7878,High,High,Low,High,OFF,ON
7.5904,0.03466,23.6543,31.8346,High,High,Low,Low,ON,ON
5.9304,0.03593,18.9126,27.453,Low,High,Low,Low,ON,ON
8.3759,0.04491,22.4568,32.0881,High,High,Low,Low,ON,ON
6.1874,0.03787,18.9628,37.2516,Low,High,Low,Low,ON,ON
7.1502,0.02613,30.7381,21.6921,High,High,High,Low,ON,OFF
8.3288,0.04448,19.2407,25.2641,High,High,Low,Low,ON,ON
8.2974,0.02689,18.9164,32.4642,High,High,Low,Low,ON,ON
8.8999,0.03767,18.4061,21.2955,Low,High,Low,Low,ON,ON
6.5656,0.02773,18.8046,30.7947,High,High,Low,Low,ON,ON
7.4358,0.03168,26.9052,17.2947,High,High,High,High,OFF,OFF
6.2854,0.02168,25.5371,17.3991,Low,High,Low,High,OFF,ON
8.5996,0.02113,28.7,17.5792,Low,High,High,High,OFF,OFF
6.7005,0.03207,25.9012,17.6426,High,High,Low,High,OFF,ON
8.7079,0.02625,18.4668,24.7276,Low,High,Low,Low,ON,ON
8.8556,0.02783,21.6675,19.8618,Low,High,Low,High,OFF,ON
7.9504,0.04108,26.3946,21.4704,High,High,High,Low,ON,OFF
5.8327,0.04369,23.1821,15.2247,Low,High,Low,High,OFF,ON
8.141,0.02569,22.6634,30.8147,High,High,Low,Low,ON,ON
5.8269,0.03531,25.0327,34.7851,Low,High,Low,Low,ON,ON
5.8617,0.04191,20.6037,32.772,Low,High,Low,Low,ON,ON
5.5239,0.02137,30.1238,28.5948,Low,High,High,Low,ON,OFF
6.5527,0.02038,20.8466,34.8489,High,High,Low,Low,ON,ON
6.8171,0.03484,28.9344,21.8723,High,High,High,Low,ON,OFF
7.6349,0.0449,18.5966,24.82,High,High,Low,Low,ON,ON
6.4096,0.02527,25.6158,30.9467,Low,High,Low,Low,ON,ON
7.3829,0.03598,20.1364,21.3799,High,High,Low,Low,ON,ON
6.2133,0.03498,22.5854,36.2179,Low,High,Low,Low,ON,ON
5.7966,0.04308,22.189,26.9097,Low,High,Low,Low,ON,ON
8.4248,0.0437,23.7414,19.1624,High,High,Low,High,OFF,ON
7.0801,0.04381,29.6137,30.1297,High,High,High,Low,ON,OFF
8.0637,0.02428,25.9771,28.0049,High,High,Low,Low,ON,ON
7.1195,0.01779,24.7341,20.1657,High,High,Low,Low,ON,ON
6.0541,0.01929,24.4155,28.7714,Low,High,Low,Low,ON,ON
8.3943,0.03402,30.6308,27.101,High,High,High,Low,ON,OFF
6.9049,0.0287,28.8579,18.8869,High,High,High,High,OFF,OFF
8.3573,0.03104,23.3254,25.1875,High,High,Low,Low,ON,ON
7.584,0.02918,20.2222,28.9753,High,High,Low,Low,ON,ON
7.0521,0.03259,18.1386,39.7982,High,High,Low,Low,ON,ON
5.9862,0.045,18.4311,23.4266,Low,High,Low,Low,ON,ON
8.2048,0.01952,29.683,34.9989,High,High,High,Low,ON,OFF
8.9637,0.03179,25.6212,28.0351,Low,High,Low,Low,ON,ON
7.5121,0.03118,23.5719,29.6102,High,High,Low,Low,ON,ON
6.4374,0.04155,27.0194,36.2239,Low,High,High,Low,ON,OFF
8.1033,0.03754,30.0468,26.2236,High,High,High,Low,ON,OFF
6.8554,0.02177,23.7972,17.4869,High,High,Low,High,OFF,ON
6.0381,0.0411,27.6724,39.0227,Low,High,High,Low,ON,OFF
7.7242,0.03814,20.8276,28.7096,High,High,Low,Low,ON,ON
7.9135,0.0233,20.0358,39.5852,High,High,Low,Low,ON,ON
7.7593,0.03308,28.6984,26.2435,High,High,High,Low,ON,OFF
7.3818,0.04387,19.0269,33.325,High,High,Low,Low,ON,ON
7.1813,0.03528,28.7565,31.2703,High,High,High,Low,ON,OFF
7.5008,0.03432,25.9413,20.16,High,High,Low,Low,ON,ON
7.4246,0.04404,20.6335,33.9308,High,High,Low,Low,ON,ON
8.9245,0.02055,28.3461,21.6326,Low,High,High,Low,ON,OFF
8.1544,0.02065,26.1882,26.8259,High,High,High,Low,ON,OFF
5.9881,0.01899,19.0409,39.0473,Low,High,Low,Low,ON,ON
6.7181,0.02809,26.0947,23.4242,High,High,High,Low,ON,OFF
8.3512,0.03209,18.8225,23.7007,High,High,Low,Low,ON,ON
7.2638,0.04088,22.1477,24.2356,High,High,Low,Low,ON,ON
8.3039,0.02697,25.7865,20.6942,High,High,Low,Low,ON,ON
6.1157,0.04497,29.1553,39.2456,Low,High,High,Low,ON,OFF
7.767,0.02335,25.4892,19.2444,High,High,Low,High,OFF,ON
6.852,0.03691,30.7015,24.7102,High,High,High,Low,ON,OFF
6.7819,0.04109,29.0906,33.9073,High,High,High,Low,ON,OFF
6.1893,0.03975,27.7782,35.966,Low,High,High,Low,ON,OFF
8.5707,0.03291,19.1785,30.114,Low,High,Low,Low,ON,ON
5.6719,0.03726,21.1117,25.3834,Low,High,Low,Low,ON,ON
6.6532,0.04177,27.3564,23.8891,High,High,High,Low,ON,OFF
7.1138,0.03907,29.0695,27.9891,High,High,High,Low,ON,OFF
5.5754,0.03035,20.2611,29.2103,Low,High,Low,Low,ON,ON
5.9199,0.03685,28.5277,27.1084,Low,High,High,Low,ON,OFF
6.4143,0.03341,21.2046,36.0863,Low,High,Low,Low,ON,ON
8.4266,0.03912,29.0799,15.3626,High,High,High,High,OFF,OFF
5.9734,0.03545,21.7218,26.3859,Low,High,Low,Low,ON,ON
8.9785,0.0404,18.4762,28.8063,Low,High,Low,Low,ON,ON
6.2143,0.0375,19.7847,38.0732,Low,High,Low,Low,ON,ON
5.9455,0.02579,25.4702,22.237,Low,High,Low,Low,ON,ON
7.3563,0.04413,20.2205,27.1657,High,High,Low,Low,ON,ON
8.7031,0.04158,29.8452,24.1149,Low,High,High,Low,ON,OFF
5.6353,0.01641,23.534,16.8978,Low,High,Low,High,OFF,ON
6.0086,0.02565,26.265,26.3386,Low,High,High,Low,ON,OFF
5.6159,0.03744,18.6641,18.1573,Low,High,Low,High,OFF,ON
8.4851,0.04239,19.0521,21.9782,High,High,Low,Low,ON,ON
6.7012,0.01865,30.1404,31.2056,High,High,High,Low,ON,OFF
8.0666,0.04247,21.0259,31.0842,High,High,Low,Low,ON,ON
7.6325,0.03261,28.1302,20.0731,High,High,High,Low,ON,OFF
8.8035,0.04405,27.5419,32.0263,Low,High,High,Low,ON,OFF
5.6174,0.03474,21.3995,24.0025,Low,High,Low,Low,ON,ON
6.6384,0.0316,24.1373,15.4458,High,High,Low,High,OFF,ON
8.5144,0.03831,26.3024,35.5316,Low,High,High,Low,ON,OFF
5.8482,0.03001,25.8671,26.0596,Low,High,Low,Low,ON,ON
5.6924,0.03091,20.4767,30.6148,Low,High,Low,Low,ON,ON
6.3925,0.01691,27.5001,30.2174,Low,High,High,Low,ON,OFF
8.0999,0.01531,29.2967,33.7805,High,High,High,Low,ON,OFF
8.1484,0.03933,26.2816,23.8061,High,High,High,Low,ON,OFF
5.5468,0.03749,25.8483,35.1517,Low,High,Low,Low,ON,ON
6.0695,0.02092,24.8599,25.5702,Low,High,Low,Low,ON,ON
7.0607,0.034,22.9685,23.985,High,High,Low,Low,ON,ON
6.5514,0.03768,18.0969,24.9793,High,High,Low,Low,ON,ON
6.8087,0.01997,23.8326,21.3977,High,High,Low,Low,ON,ON
8.3946,0.04324,29.5215,26.0634,High,High,High,Low,ON,OFF
6.3576,0.02123,18.0025,26.1894,Low,High,Low,Low,ON,ON
8.847,0.03845,27.165,37.2534,Low,High,High,Low,ON,OFF
5.7608,0.02508,20.9467,16.5979,Low,High,Low,High,OFF,ON
8.8275,0.02646,29.7136,16.8647,Low,High,High,High,OFF,OFF
7.1139,0.03812,27.7045,24.6242,High,High,High,Low,ON,OFF
8.2615,0.03558,22.2331,28.9515,High,High,Low,Low,ON,ON
8.5011,0.04056,27.105,25.9622,Low,High,High,Low,ON,OFF
5.797,0.03643,25.7262,29.7072,Low,High,Low,Low,ON,ON
7.0468,0.01826,22.319,36.8541,High,High,Low,Low,ON,ON
7.425,0.03465,25.1922,31.0395,High,High,Low,Low,ON,ON
5.722,0.04137,24.5144,26.3862,Low,High,Low,Low,ON,ON
7.6853,0.01791,23.9325,27.4439,High,High,Low,Low,ON,ON
8.6542,0.03021,21.7774,17.9886,Low,High,Low,High,OFF,ON
5.6412,0.03167,19.9619,24.5505,Low,High,Low,Low,ON,ON
6.3832,0.01951,27.5958,26.7829,Low,High,High,Low,ON,OFF
7.0948,0.03441,29.6864,38.3093,High,High,High,Low,ON,OFF
8.146,0.01839,22.0335,35.2044,High,High,Low,Low,ON,ON
6.3691,0.02139,30.5827,23.982,Low,High,High,Low,ON,OFF
5.5374,0.03793,29.4714,16.7221,Low,High,High,High,OFF,OFF
7.6801,0.02687,19.5046,21.6213,High,High,Low,Low,ON,ON
6.1019,0.03872,27.0984,28.7859,Low,High,High,Low,ON,OFF
7.5499,0.03385,25.489,22.032,High,High,Low,Low,ON,ON
6.0234,0.03606,27.3505,39.9624,Low,High,High,Low,ON,OFF
6.9093,0.03549,20.2243,38.7639,High,High,Low,Low,ON,ON
5.5257,0.03373,30.1912,19.583,Low,High,High,High,OFF,OFF
6.2919,0.04082,19.3239,39.9096,Low,High,Low,Low,ON,ON
6.2514,0.03068,29.0413,29.3773,Low,High,High,Low,ON,OFF
7.045,0.01636,24.2093,32.9534,High,High,Low,Low,ON,ON
7.5067,0.03217,18.6225,16.4834,High,High,Low,High,OFF,ON
7.2681,0.04493,20.5567,18.0599,High,High,Low,High,OFF,ON
6.4476,0.03444,22.2065,30.9555,Low,High,Low,Low,ON,ON
6.9381,0.02108,24.5299,17.2415,High,High,Low,High,OFF,ON
7.0283,0.01507,24.4281,33.3176,High,High,Low,Low,ON,ON
8.3333,0.02413,27.3372,39.4469,High,High,High,Low,ON,OFF
7.7595,0.03401,29.0639,35.4,High,High,High,Low,ON,OFF
5.532,0.02868,21.4995,37.7689,Low,High,Low,Low,ON,ON
8.3451,0.03608,23.9142,26.012,High,High,Low,Low,ON,ON
6.8535,0.02328,18.4294,34.6125,High,High,Low,Low,ON,ON
5.5023,0.0428,24.8892,36.2543,Low,High,Low,Low,ON,ON
8.0156,0.01595,21.4569,20.5849,High,High,Low,Low,ON,ON
6.7495,0.01735,30.4163,28.4342,High,High,High,Low,ON,OFF
6.318,0.04033,22.4658,19.7753,Low,High,Low,High,OFF,ON
7.3778,0.02911,21.9823,29.6007,High,High,Low,Low,ON,ON
5.6925,0.02549,24.4654,39.0432,Low,High,Low,Low,ON,ON
8.5461,0.04224,22.6578,15.5827,Low,High,Low,High,OFF,ON
7.3834,0.03783,30.4881,20.5071,High,High,High,Low,ON,OFF
6.4876,0.01897,30.7513,32.239,Low,High,High,Low,ON,OFF
6.3644,0.04403,19.8155,27.727,Low,High,Low,Low,ON,ON
5.5316,0.02181,30.8096,27.0967,Low,High,High,Low,ON,OFF
7.634,0.03718,29.9465,38.5039,High,High,High,Low,ON,OFF
8.372,0.04394,24.9765,17.6307,High,High,Low,High,OFF,ON
5.7727,0.0419,29.3253,19.4547,Low,High,High,High,OFF,OFF
7.2747,0.02956,25.3456,35.433,High,High,Low,Low,ON,ON
8.1659,0.02758,19.7086,39.68,High,High,Low,Low,ON,ON
7.3549,0.01908,26.4806,38.7077,High,High,High,Low,ON,OFF
6.2872,0.04205,25.1675,36.5621,Low,High,Low,Low,ON,ON
6.3689,0.02815,30.1838,35.2015,Low,High,High,Low,ON,OFF
8.8654,0.0296,29.3425,20.6171,Low,High,High,Low,ON,OFF
7.6297,0.02969,18.3306,33.8875,High,High,Low,Low,ON,ON
8.98,0.04132,24.6564,30.702,Low,High,Low,Low,ON,ON
7.8675,0.03839,24.281,22.3041,High,High,Low,Low,ON,ON
8.4582,0.01963,27.4063,36.3954,High,High,High,Low,ON,OFF
7.573,0.01924,19.4758,28.2412,High,High,Low,Low,ON,ON
7.017,0.02175,27.2353,27.9185,High,High,High,Low,ON,OFF
6.8431,0.03557,26.4523,39.052,High,High,High,Low,ON,OFF
5.5315,0.03242,25.404,29.7694,Low,High,Low,Low,ON,ON
8.1722,0.0186,23.7626,29.0322,High,High,Low,Low,ON,ON
7.3026,0.02472,20.6548,32.5021,High,High,Low,Low,ON,ON
6.7744,0.03894,21.7468,26.5734,High,High,Low,Low,ON,ON
6.7077,0.03467,22.9999,37.0281,High,High,Low,Low,ON,ON
6.0113,0.04163,19.6335,33.7027,Low,High,Low,Low,ON,ON
7.5298,0.0311,20.2543,36.118,High,High,Low,Low,ON,ON
8.2218,0.01585,24.5944,27.5874,High,High,Low,Low,ON,ON
7.4472,0.03073,27.3823,31.2527,High,High,High,Low,ON,OFF
7.1744,0.01902,22.851,26.7948,High,High,Low,Low,ON,ON
5.5445,0.01576,27.7509,24.2399,Low,High,High,Low,ON,OFF
7.7556,0.02454,21.2841,37.3879,High,High,Low,Low,ON,ON
6.3266,0.03865,24.2391,34.4162,Low,High,Low,Low,ON,ON
7.5026,0.01589,21.1123,31.6946,High,High,Low,Low,ON,ON
7.5626,0.03163,29.3007,38.4161,High,High,High,Low,ON,OFF
5.7011,0.03081,25.1866,20.004,Low,High,Low,Low,ON,ON
7.9184,0.01858,22.0338,17.4483,High,High,Low,High,OFF,ON
6.9612,0.01796,22.7733,23.3976,High,High,Low,Low,ON,ON
5.655,0.02132,19.5731,34.631,Low,High,Low,Low,ON,ON
7.0528,0.04054,19.555,39.9957,High,High,Low,Low,ON,ON
8.218,0.0237,20.3881,32.5437,High,High,Low,Low,ON,ON
6.0159,0.03423,19.4794,23.2941,Low,High,Low,Low,ON,ON
7.458,0.0407,18.9515,32.705,High,High,Low,Low,ON,ON
6.5827,0.02325,22.9813,36.2412,High,High,Low,Low,ON,ON
5.5258,0.0212,30.3772,26.1347,Low,High,High,Low,ON,OFF
5.9844,0.02874,19.3841,34.1137,Low,High,Low,Low,ON,ON
6.072,0.03617,22.3387,23.4543,Low,High,Low,Low,ON,ON
6.761,0.02438,26.6879,29.0804,High,High,High,Low,ON,OFF
8.9411,0.02728,21.7716,23.7456,Low,High,Low,Low,ON,ON
6.3604,0.02224,23.5106,33.288,Low,High,Low,Low,ON,ON
6.9832,0.01685,18.1484,21.065,High,High,Low,Low,ON,ON
5.7903,0.02626,24.8303,33.7597,Low,High,Low,Low,ON,ON
6.5001,0.04008,23.5037,36.7444,High,High,Low,Low,ON,ON
7.3296,0.03956,24.6049,30.1096,High,High,Low,Low,ON,ON
7.237,0.03532,24.8142,31.136,High,High,Low,Low,ON,ON
5.5233,0.0234,25.7465,15.6551,Low,High,Low,High,OFF,ON
6.8787,0.03569,26.6778,36.2403,High,High,High,Low,ON,OFF
6.7483,0.02683,28.391,29.096,High,High,High,Low,ON,OFF
7.6418,0.03976,28.3875,28.3551,High,High,High,Low,ON,OFF
6.895,0.03149,18.096,19.6506,High,High,Low,High,OFF,ON
8.1003,0.03706,27.4453,39.6497,High,High,High,Low,ON,OFF
8.4997,0.0192,23.4838,24.6773,High,High,Low,Low,ON,ON
7.9788,0.03788,30.1726,23.8085,High,High,High,Low,ON,OFF
8.7586,0.0371,27.7166,24.6447,Low,High,High,Low,ON,OFF
6.6203,0.02921,20.3077,27.5091,High,High,Low,Low,ON,ON
5.5173,0.03266,22.0229,28.7329,Low,High,Low,Low,ON,ON
5.704,0.03876,20.3209,37.5757,Low,High,Low,Low,ON,ON
6.3551,0.03659,20.429,27.2077,Low,High,Low,Low,ON,ON
7.5567,0.03202,29.3343,17.8031,High,High,High,High,OFF,OFF
5.6414,0.01933,25.6288,26.3779,Low,High,Low,Low,ON,ON
6.5203,0.02731,22.8967,19.1115,High,High,Low,High,OFF,ON
6.9202,0.01541,26.0823,37.9184,High,High,High,Low,ON,OFF
7.1516,0.0201,30.1914,21.3727,High,High,High,Low,ON,OFF
